centerline_id	name	road_class	speed_limit	cans_out	cans_actual	cans_per	cansperout	cans_density	est_time	slope	length	backuponly	time_obs_format	time_obs_raw	sinuosityindex	time_obs_secs	predsecs	time_obs	difference	time_obs_days	time_obs_ex2
9760115069	9760115069.00000000_R	5	25	5	9	7.47	0.555555556	17.05	3.50089	2.61873	2787.607598	0	0:03:54	3.54	1.87172	234	216.537	212.4	4.137	0.002708333	3.9
9645048111	9645048111.00000000_R	5	25	5	5	4.15	1	27.25	1.68137	0.51609	968.8185981	0	0:01:40	1.4	1.02106	100	94.57287	84	10.57287	0.001157407	1.666666667
9649137764	9649137764.00000000_R	4	35	5	4	3.32	1	36.44	1.18097	5.34882	579.5670681	1	0:02:36	2.36	1.02027	156	98.97367	141.6	-42.62633	0.001805556	2.6
9649223730	9649223730.00000000_R	5	25	5	8	6.64	0.625	143.33	2.11955	8.48334	294.6951811	0	0:01:35	1.35	1.00001	95	106.26593	81	25.26593	0.001099537	1.583333333
9639748285	9639748285.00000000_R	5	25	5	3	2.49	1	97.05	0.81879	-6.73952	163.2163753	0	0:01:18	1.18	1.00442	78	37.65345	70.8	-33.14655	0.000902778	1.3
9740719696	9740719696.00000000_R	5	25	5	5	4.15	1	16.64	1.96235	-6.30134	1586.963365	0	0:02:27	2.27	1.86175	147	118.76836	136.2	-17.43164	0.001701389	2.45
9669123856	9669123856.00000000_R	4	25	5	7	5.81	0.714285714	35.75	2.20728	8.3194	1033.72895	0	0:01:54	1.54	1.13422	114	122.50005	92.4	30.10005	0.001319444	1.9
9639755883	9639755883.00000000_R	5	25	5	4	3.32	1	11.25	1.84595	-1.43851	1876.93871	0	0:02:40	2.4	3.73149	160	117.42538	144	-26.57462	0.001851852	2.666666667
9628223434	9628223434.00000000_R	5	25	5	0	0	1	0	0.21482	2.75078	472.5940273	0	0:01:36	1.36	1.00535	96	2.68519	81.6	-78.91481	0.001111111	1.6
9639930642	9639930642.00000000_R	5	20	5	8	6.64	0.625	40.86	2.57292	-3.38597	1033.676186	0	0:02:06	2.06	1.62405	126	139.7103	123.6	16.1103	0.001458333	2.1
9740722301	9740722301.00000000_R	4	25	4	2	1.66	1	33.62	0.63916	7.6416	314.0705008	0	0:01:03	1.03	1.05033	63	30.86498	61.8	-30.93502	0.000729167	1.05
9645727715	9645727715.00000000_R	5	25	4	3	2.49	1	25.56	1.02631	3.06573	619.7553282	0	0:01:31	1.31	1.07889	91	55.52335	78.6	-23.07665	0.001053241	1.516666667
9645730112	9645730112.00000000_R	5	20	4	5	4.15	0.8	30.76	1.72859	-1.39834	858.1630045	0	0:01:30	1.3	1.00673	90	94.76068	78	16.76068	0.001041667	1.5
9645740148	9645740148.00000000_R	5	20	4	4	3.32	1	18.26	1.64981	-7.43727	1156.338914	0	0:01:34	1.34	1.33906	94	93.73869	80.4	13.33869	0.001087963	1.566666667
9645927581	9645927581.00000000_R	5	25	4	6	4.98	0.666666667	57.61	1.73916	-1.81848	549.9108318	0	0:01:14	1.14	1.00639	74	90.86916	68.4	22.46916	0.000856481	1.233333333
9740507009	9740507009.00000000_R	5	25	4	0	0	1	0	0.48017	4.92248	1056.378156	0	0:02:15	2.15	1.01202	135	6.00215	129	-122.99785	0.0015625	2.25
9669139150	9669139150.00000000_R	10	20	4	3	2.49	1	22.34	1.14749	6.34618	709.0877884	0	0:01:56	1.56	1.09663	116	63.53911	93.6	-30.06089	0.001342593	1.933333333
9760001188	9760001188.00000000_R	10	20	4	3	2.49	1	16.14	1.3022	14.57148	981.3691569	0	0:01:43	1.43	1.06089	103	74.19678	85.8	-11.60322	0.00119213	1.716666667
9628258029	9628258029.00000000_R	4	25	4	8	6.64	0.5	82.93	2.21711	-9.62052	509.3279096	0	0:01:36	1.36	1.00094	96	114.66711	81.6	33.06711	0.001111111	1.6
9628262085	9628262085.00000000_R	10	20	4	3	2.49	1	25.77	1.09389	-8.94679	614.7455453	1	0:03:34	3.34	1.23676	214	101.21471	200.4	-99.18529	0.002476852	3.566666667
9659978990	9659978990.00000000_R	5	25	4	6	4.98	0.666666667	52.76	1.76212	7.99429	600.4282801	0	0:01:32	1.32	1.00211	92	92.84652	79.2	13.64652	0.001064815	1.533333333
9659918693	9659918693.00000000_R	10	20	4	4	3.32	1	60.7	1.1905	2.29916	347.9528934	0	0:01:01	1.01	1	61	62.09675	60.6	1.49675	0.000706019	1.016666667
9628344470	9628344470.00000000_R	5	25	4	5	4.15	0.8	71.36	1.40916	8.64975	369.9528113	0	0:00:51	0.51	1.00616	51	71.132	30.6	40.532	0.000590278	0.85
9628128606	9628128606.00000000_R	5	25	4	7	5.81	0.571428571	55.03	2.04269	11.16677	671.6352982	0	0:01:39	1.39	1.00022	99	108.32694	83.4	24.92694	0.001145833	1.65
9659869878	9659869878.00000000_R	5	25	4	4	3.32	1	38.76	1.24047	6.6069	544.8849283	0	0:01:27	1.27	1.01579	87	65.28599	76.2	-10.91401	0.001006944	1.45
9628132758	9628132758.00000000_R	5	25	4	0	0	1	0	0.1794	-5.06741	394.6792297	0	0:01:39	1.39	1.01829	99	2.2425	83.4	-81.1575	0.001145833	1.65
9658000083	9658000083.00000000_R	4	30	4	3	2.49	1	46.02	0.87497	3.19601	344.1786212	0	0:01:11	1.11	1.00016	71	40.2176	66.6	-26.3824	0.000821759	1.183333333
9657235936	9657235936.00000000_R	10	20	4	4	3.32	1	79.08	1.14454	-2.99551	267.0659373	0	0:01:22	1.22	1.00012	82	58.93067	73.2	-14.26933	0.000949074	1.366666667
9657231922	9657231922.00000000_R	5	25	4	7	5.81	0.571428571	67.39	1.9867	-2.18791	548.4682303	0	0:01:32	1.32	1.00003	92	103.50592	79.2	24.30592	0.001064815	1.533333333
9628557884	9628557884.00000000_R	4	35	4	3	2.49	1	7.86	1.3989	2.48108	2015.254413	0	0:01:50	1.5	1.00525	110	101.10793	90	11.10793	0.001273148	1.833333333
9657133531	9657133531.00000000_R	4	25	4	1	0.83	1	13.72	0.42317	7.79354	384.9343446	0	0:01:18	1.18	1.03649	78	20.94551	70.8	-49.85449	0.000902778	1.3
9628671988	9628671988.00000000_R	5	25	4	7	5.81	0.571428571	49.23	2.07867	3.59617	750.7983485	0	0:01:23	1.23	1.00344	83	111.42555	73.8	37.62555	0.000960648	1.383333333
9628672299	9628672299.00000000_R	5	25	4	5	4.15	0.8	41.08	1.53311	8.09152	642.6480209	0	0:01:45	1.45	1.01265	105	81.80587	87	-5.19413	0.001215278	1.75
9657052838	9657052838.00000000_R	5	25	4	5	4.15	0.8	43.54	1.51661	6.76179	606.3481492	0	0:01:27	1.27	1.02362	87	80.38501	76.2	4.18501	0.001006944	1.45
9657047114	9657047114.00000000_R	5	25	4	12	9.96	0.333333333	109.2	3.24214	3.96397	580.2268407	0	0:01:29	1.29	1.00034	89	168.21514	77.4	90.81514	0.001030093	1.483333333
9657045465	9657045465.00000000_R	5	25	4	2	1.66	1	30.84	0.65206	5.25604	342.4629599	0	0:01:12	1.12	1.00013	72	31.97632	67.2	-35.22368	0.000833333	1.2
9657035912	9657035912.00000000_R	4	25	4	3	2.49	1	43.88	0.90867	-9.97361	360.9525451	0	0:01:26	1.26	1.00161	86	45.39326	75.6	-30.20674	0.00099537	1.433333333
9655135058	9655135058.00000000_R	10	20	4	3	2.49	1	43.37	0.95211	-6.29764	365.2162321	0	0:01:54	1.54	1.00409	114	50.07925	92.4	-42.32075	0.001319444	1.9
9655065340	9655065340.00000000_R	5	25	4	0	0	1	0	0.17791	0	391.3952725	0	0:02:02	2.02	2.74823	122	2.22384	121.2	-118.97616	0.001412037	2.033333333
9655062644	9655062644.00000000_R	7	20	4	0	0	1	0	0.13536	-0.41974	238.2407179	0	0:01:17	1.17	1.70968	77	0.90243	70.2	-69.29757	0.000891204	1.283333333
9639846732	9639846732.00000000_R	4	25	4	5	4.15	0.8	25.38	1.71381	-2.49956	1040.185007	0	0:01:32	1.32	1.02875	92	97.3663	79.2	18.1663	0.001064815	1.533333333
9655024373	9655024373.00000000_R	5	25	4	6	4.98	0.666666667	35.37	1.89636	-0.55819	895.7491066	0	0:01:31	1.31	1.09293	91	104.406	78.6	25.806	0.001053241	1.516666667
9639864014	9639864014.00000000_R	5	25	4	0	0	1	0	0.17069	-0.53259	375.5254349	0	0:00:54	0.54	1.11607	54	2.13367	32.4	-30.26633	0.000625	0.9
9649655138	9649655138.00000000_R	5	25	4	1	0.83	1	16.49	0.39372	10.30782	320.1452341	0	0:01:12	1.12	1.12018	72	18.40953	67.2	-48.79047	0.000833333	1.2
9639918229	9639918229.00000000_R	5	20	4	8	6.64	0.5	62.35	2.37051	-5.01888	677.441921	0	0:02:00	2	1.01618	120	125.76654	120	5.76654	0.001388889	2
9639931939	9639931939.00000000_R	4	25	4	4	3.32	1	40.47	1.23001	1.72458	521.8670404	0	0:01:31	1.31	1.04541	91	64.38502	78.6	-14.21498	0.001053241	1.516666667
9649631601	9649631601.00000000_R	5	25	4	5	4.15	0.8	70.95	1.41013	6.98758	372.0889168	0	0:01:50	1.5	1.00001	110	71.21561	90	-18.78439	0.001273148	1.833333333
9628144420	9628144420.00000000_R	5	25	4	9	7.47	0.444444444	41.91	2.74917	-6.0857	1133.806057	0	0:01:45	1.45	1.00071	105	151.80372	87	64.80372	0.001215278	1.75
9649565563	9649565563.00000000_R	5	25	4	4	3.32	1	54.74	1.16817	-7.51655	385.8153578	0	0:01:07	1.07	1.00001	67	59.05967	64.2	-5.14033	0.000775463	1.116666667
9639941375	9639941375.00000000_R	5	25	4	4	3.32	1	47.5	1.19491	6.74693	444.6469779	0	0:01:20	1.2	1.0008	80	61.36247	72	-10.63753	0.000925926	1.333333333
9740713402	9740713402.00000000_R	10	20	4	3	2.49	1	31.87	1.02704	5.63277	497.0906983	0	0:01:46	1.46	1.07424	106	55.2411	87.6	-32.3589	0.001226852	1.766666667
9649223998	9649223998.00000000_R	5	25	4	5	4.15	0.8	62.46	1.43312	2.60254	422.6637089	0	0:01:30	1.3	1.0001	90	73.19522	78	-4.80478	0.001041667	1.5
9645048119	9645048119.00000000_R	10	20	4	4	3.32	1	44.5	1.26248	8.00609	474.6388734	0	0:01:10	1.1	1.01092	70	67.05551	66	1.05551	0.000810185	1.166666667
9649212549	9649212549.00000000_R	5	25	4	7	5.81	0.571428571	76.23	1.95778	-4.53757	484.8405253	0	0:01:30	1.3	1.0002	90	101.0154	78	23.0154	0.001041667	1.5
9649138144	9649138144.00000000_R	4	25	4	7	5.81	0.571428571	86.66	1.93127	-6.79937	426.5100713	0	0:01:25	1.25	1.0001	85	98.73222	75	23.73222	0.000983796	1.416666667
9645215621	9645215621.00000000_R	5	25	4	6	4.98	0.666666667	124.96	1.60444	5.52218	253.5231356	0	0:01:33	1.33	1.00621	93	79.26792	79.8	-0.53208	0.001076389	1.55
9649129092	9649129092.00000000_R	5	25	4	5	4.15	0.8	108.08	1.35203	4.09378	244.2728716	0	0:01:14	1.14	1.00004	74	66.21262	68.4	-2.18738	0.000856481	1.233333333
9649128265	9649128265.00000000_R	5	25	4	5	4.15	0.8	92.44	1.37081	-3.50156	285.5867364	0	0:01:06	1.06	1	66	67.82974	63.6	4.22974	0.000763889	1.1
9649126558	9649126558.00000000_R	5	25	4	6	4.98	0.666666667	97.73	1.63655	-2.15939	324.1656158	0	0:00:52	0.52	1.00012	52	82.03302	31.2	50.83302	0.000601852	0.866666667
9649124288	9649124288.00000000_R	5	25	4	7	5.81	0.571428571	60.7	2.01419	-4.59817	608.9374139	0	0:01:16	1.16	1.00009	76	105.87281	69.6	36.27281	0.00087963	1.266666667
9645303163	9645303163.00000000_R	5	25	4	6	4.98	0.666666667	78.8	1.67195	2.48731	402.0412799	0	0:01:36	1.36	1.00059	96	85.08124	81.6	3.48124	0.001111111	1.6
9649032113	9649032113.00000000_R	4	25	4	5	4.15	0.8	103.5	1.35694	0	255.0673481	0	0:00:59	0.59	1.00002	59	66.63514	35.4	31.23514	0.00068287	0.983333333
9649024284	9649024284.00000000_R	5	25	4	4	3.32	1	42.32	1.21964	-3.20613	499.0437282	0	0:01:24	1.24	1.00011	84	63.49167	74.4	-10.90833	0.000972222	1.4
9645324063	9645324063.00000000_R	10	20	4	4	3.32	1	25.72	1.45927	10.71872	820.9936811	0	0:01:38	1.38	1.16332	98	80.61257	82.8	-2.18743	0.001134259	1.633333333
9645401888	9645401888.00000000_R	5	25	4	5	4.15	0.8	35.23	1.58167	3.46915	749.4634506	0	0:01:35	1.35	1.02057	95	85.98685	81	4.98685	0.001099537	1.583333333
9649015883	9649015883.00000000_R	5	20	4	2	1.66	1	32.97	0.67837	-7.49393	320.2590992	0	0:01:19	1.19	1.02139	79	35.62631	71.4	-35.77369	0.000914352	1.316666667
9647975215	9647975215.00000000_R	5	25	4	4	3.32	1	35.1	1.26633	-7.31182	601.7657345	0	0:01:44	1.44	1.04535	104	67.51242	86.4	-18.88758	0.001203704	1.733333333
9647966874	9647966874.00000000_R	5	25	4	5	4.15	0.8	67.05	1.41996	1.52393	393.719991	0	0:01:38	1.38	1.00215	98	72.0623	82.8	-10.7377	0.001134259	1.633333333
9647945806	9647945806.00000000_R	4	35	4	3	2.49	1	34.08	0.89551	8.821	464.7998561	0	0:01:30	1.3	1.00054	90	40.41987	78	-37.58013	0.001041667	1.5
9647944153	9647944153.00000000_R	4	30	4	1	0.83	1	23.69	0.33263	-1.346	222.8827157	0	0:01:21	1.21	1.00175	81	10.08337	72.6	-62.51663	0.0009375	1.35
9645518817	9645518817.00000000_R	4	30	3	4	3.32	0.75	27.68	1.28182	3.27653	763.0026512	0	0:01:17	1.17	1.00388	77	69.30448	70.2	-0.89552	0.000891204	1.283333333
9647932806	9647932806.00000000_R	4	30	3	3	2.49	1	50.72	0.86289	4.16292	312.280571	0	0:01:06	1.06	1.00001	66	38.96904	63.6	-24.63096	0.000763889	1.1
9645125652	9645125652.00000000_R	10	20	3	3	2.49	1	74.42	0.86554	11.27529	212.8548718	0	0:01:02	1.02	1.0441	62	44.11551	61.2	-17.08449	0.000717593	1.033333333
9649720698	9649720698.00000000_R	10	20	3	3	2.49	1	66.48	0.87998	6.29536	238.2707622	0	0:01:36	1.36	1.00029	96	45.11034	81.6	-36.48966	0.001111111	1.6
9649767341	9649767341.00000000_R	5	25	3	4	3.32	0.75	33.01	1.28361	-5.78329	639.7747826	0	0:01:50	1.5	1.09867	110	69.00018	90	-20.99982	0.001273148	1.833333333
9655053557	9655053557.00000000_R	10	20	3	10	8.3	0.3	64.25	2.94896	-1.33844	821.8535372	0	0:01:49	1.49	1.50013	109	156.80557	89.4	67.40557	0.001261574	1.816666667
9655062472	9655062472.00000000_R	5	25	3	38	31.54	0.078947368	501.78	9.61335	1.25044	399.858146	0	0:00:16	0.16	1.01627	16	491.17895	9.6	481.57895	0.000185185	0.266666667
9649134118	9649134118.00000000_R	5	25	3	2	1.66	1	45.93	0.60091	7.39414	229.9117242	0	0:00:56	0.56	1.00002	56	27.57083	33.6	-6.02917	0.000648148	0.933333333
9645209847	9645209847.00000000_R	5	25	3	3	2.49	1	29.78	0.98637	-5.26432	531.883006	0	0:00:56	0.56	1.06561	56	52.08384	33.6	18.48384	0.000648148	0.933333333
9649132300	9649132300.00000000_R	5	25	3	5	4.15	0.6	67.26	1.41942	0.76428	392.5282253	0	0:00:59	0.59	1.00004	59	72.01565	35.4	36.61565	0.00068287	0.983333333
9740614372	9740614372.00000000_R	5	25	3	5	4.15	0.6	34.36	1.59022	5.46671	768.2867482	0	0:01:12	1.12	1.00543	72	86.72363	67.2	19.52363	0.000833333	1.2
9647955301	9647955301.00000000_R	4	35	3	6	4.98	0.5	73.15	1.62982	7.61951	433.098936	0	0:00:55	0.55	1.00003	55	77.2587	33	44.2587	0.000636574	0.916666667
9647954788	9647954788.00000000_R	4	35	3	2	1.66	1	22.35	0.6498	2.75145	472.4784432	0	0:01:06	1.06	1.0013	66	28.0272	63.6	-35.5728	0.000763889	1.1
9740725379	9740725379.00000000_R	4	25	3	6	4.98	0.5	44.33	1.81406	2.37866	714.6894085	0	0:01:07	1.07	1.07979	67	97.31894	64.2	33.11894	0.000775463	1.116666667
9645949622	9645949622.00000000_R	5	25	3	3	2.49	1	20.67	1.09285	0.78314	766.1456579	0	0:01:01	1.01	1.14483	61	61.25338	60.6	0.65338	0.000706019	1.016666667
9647859394	9647859394.00000000_R	5	5	3	1	0.83	1	22.76	0.77536	0.86226	231.9483191	0	0:01:47	1.47	1.00007	107	33.03372	88.2	-55.16628	0.001238426	1.783333333
9657043594	9657043594.00000000_R	5	25	3	1	0.83	1	31.06	0.32547	0.58822	170.0031988	0	0:00:50	0.5	1.00011	50	12.53266	30	-17.46734	0.000578704	0.833333333
9649121245	9649121245.00000000_R	4	30	3	6	4.98	0.5	91.55	1.62028	-4.91247	346.0577679	0	0:00:57	0.57	1	57	78.37082	34.2	44.17082	0.000659722	0.95
9645227165	9645227165.00000000_R	10	20	3	3	2.49	1	19.89	1.19709	12.55681	796.3802961	0	0:03:00	3	1.27066	180	66.95592	180	-113.04408	0.002083333	3
9639749343	9639749343.00000000_R	5	20	3	4	3.32	0.75	93.22	1.12153	3.08955	226.5700667	0	0:00:32	0.32	1.07997	32	57.34557	19.2	38.14557	0.00037037	0.533333333
9649116885	9649116885.00000000_R	5	25	3	2	1.66	1	44.49	0.60429	1.68519	237.3624021	0	0:00:57	0.57	1.00002	57	27.86246	34.2	-6.33754	0.000659722	0.95
9645830131	9645830131.00000000_R	5	25	3	2	1.66	1	20.74	0.72783	0.58923	509.1350234	0	0:00:57	0.57	1.09788	57	38.50022	34.2	4.30022	0.000659722	0.95
9628476186	9628476186.00000000_R	4	35	3	5	4.15	0.6	63.38	1.37624	9.84291	416.5435772	0	0:01:05	1.05	1.0025	65	63.91746	63	0.91746	0.000752315	1.083333333
9628459418	9628459418.00000000_R	4	25	3	7	5.81	0.428571429	84.92	1.93524	-2.06783	435.2381217	0	0:00:56	0.56	1.00064	56	99.07385	33.6	65.47385	0.000648148	0.933333333
9628454513	9628454513.00000000_R	4	25	3	8	6.64	0.375	71.69	2.25343	-3.90336	589.2365104	0	0:01:30	1.3	1.00025	90	117.7949	78	39.7949	0.001041667	1.5
9658007271	9658007271.00000000_R	4	30	3	2	1.66	1	32.96	0.61774	0.93648	320.3488185	0	0:00:59	0.59	1.00329	59	26.59163	35.4	-8.80837	0.00068287	0.983333333
9649034678	9649034678.00000000_R	5	25	3	3	2.49	1	42.6	0.91362	-4.84077	371.8414025	1	0:01:51	1.51	1.00606	111	87.18783	90.6	-3.41217	0.001284722	1.85
9658786751	9658786751.00000000_R	4	35	3	5	4.15	0.6	50.21	1.41171	2.85286	525.7890441	0	0:01:16	1.16	1.00732	76	68.19356	69.6	-1.40644	0.00087963	1.266666667
9647895776	9647895776.00000000_R	4	30	3	4	3.32	0.75	12.92	1.61211	7.09493	1634.971449	0	0:01:56	1.56	1.02087	116	103.43517	93.6	9.83517	0.001342593	1.933333333
9658879980	9658879980.00000000_R	4	30	3	3	2.49	1	11.64	1.2601	5.95184	1360.924014	0	0:01:44	1.44	1.01948	104	80.01516	86.4	-6.38484	0.001203704	1.733333333
9628355466	9628355466.00000000_R	4	25	3	10	8.3	0.3	44.27	3.02416	1.92833	1192.741187	0	0:01:31	1.31	1.06015	91	166.80379	78.6	88.20379	0.001053241	1.516666667
9649024723	9649024723.00000000_R	4	25	3	9	7.47	0.333333333	93.83	2.46401	-0.98726	506.452389	0	0:01:06	1.06	1.01381	66	127.24778	63.6	63.64778	0.000763889	1.1
9645968318	9645968318.00000000_R	5	25	3	8	6.64	0.375	91.48	2.19549	4.54784	461.7573961	0	0:00:59	0.59	1.22432	59	112.8051	35.4	77.4051	0.00068287	0.983333333
9659924511	9659924511.00000000_R	4	25	3	2	1.66	1	15.57	0.80467	-0.5898	678.194306	0	0:01:28	1.28	1.07671	88	45.11755	76.8	-31.68245	0.001018519	1.466666667
9649023501	9649023501.00000000_R	5	25	3	7	5.81	0.428571429	91.83	1.92035	-3.72686	402.4833048	1	0:02:13	2.13	1.00014	133	139.16011	127.8	11.36011	0.001539352	2.216666667
9647699556	9647699556.00000000_R	5	20	3	2	1.66	1	37.7	0.65554	2.14225	280.0788697	0	0:00:55	0.55	1.00437	55	34.05357	33	1.05357	0.000636574	0.916666667
9649022999	9649022999.00000000_R	4	25	3	1	0.83	1	73.15	0.28101	-1.38549	72.17643316	0	0:00:51	0.51	1	51	8.70351	30.6	-21.89649	0.000590278	0.85
9647784002	9647784002.00000000_R	5	20	3	0	0	1	0	0.41628	4.50419	732.6517058	0	0:01:16	1.16	1.00153	76	2.7752	69.6	-66.8248	0.00087963	1.266666667
9628338004	9628338004.00000000_R	5	25	3	3	2.49	1	49.65	0.88963	-8.46248	319.0554471	0	0:01:39	1.39	1	99	43.75332	83.4	-39.64668	0.001145833	1.65
9659962091	9659962091.00000000_R	4	35	3	6	4.98	0.5	35.39	1.77986	3.57453	895.2216617	0	0:00:51	0.51	1.00028	51	95.34716	30.6	64.74716	0.000590278	0.85
9647789375	9647789375.00000000_R	5	25	3	3	2.49	1	70.67	0.84648	7.13859	224.1338563	0	0:00:50	0.5	1.02433	50	40.03789	30	10.03789	0.000578704	0.833333333
9645406911	9645406911.00000000_R	5	25	3	3	2.49	1	41.13	0.91966	-0.77894	385.1405316	0	0:00:55	0.55	1.01979	55	46.34003	33	13.34003	0.000636574	0.916666667
9659970934	9659970934.00000000_R	4	25	3	5	4.15	0.6	23.78	1.74562	5.94508	1110.161082	0	0:01:23	1.23	1.05831	83	100.10531	73.8	26.30531	0.000960648	1.383333333
9659988274	9659988274.00000000_R	10	20	3	4	3.32	0.75	41.83	1.27967	3.9613	504.885145	0	0:00:58	0.58	1.01237	58	68.23941	34.8	33.43941	0.000671296	0.966666667
9649000021	9649000021.00000000_R	10	20	3	3	2.49	1	88.58	0.84621	2.79599	178.8272595	1	0:01:46	1.46	1.00003	106	84.15195	87.6	-3.44805	0.001226852	1.766666667
9659997805	9659997805.00000000_R	10	20	3	4	3.32	0.75	19.53	1.60719	-0.18496	1081.326222	0	0:01:37	1.37	1.12272	97	90.80253	82.2	8.60253	0.001122685	1.616666667
9628321840	9628321840.00000000_R	4	30	3	3	2.49	1	58.82	0.8466	8.54115	269.2846864	0	0:01:12	1.12	1.02189	72	37.28609	67.2	-29.91391	0.000833333	1.2
9628257681	9628257681.00000000_R	5	25	3	4	3.32	0.75	41.06	1.22659	-2.7219	514.3459376	0	0:00:55	0.55	1.00173	55	64.09063	33	31.09063	0.000636574	0.916666667
9740700861	9740700861.00000000_R	10	20	3	0	0	1	0	0.10278	3.31697	180.8881288	0	0:01:46	1.46	1.00244	106	0.68518	87.6	-86.91482	0.001226852	1.766666667
9647999548	9647999548.00000000_R	5	25	3	3	2.49	1	25.25	1.02973	-6.2173	627.2824194	0	0:01:20	1.2	1.43281	80	55.81798	72	-16.18202	0.000925926	1.333333333
9628164662	9628164662.00000000_R	4	35	3	6	4.98	0.5	85.38	1.60967	-5.12065	371.0466596	0	0:01:29	1.29	1.00013	89	74.82984	77.4	-2.57016	0.001030093	1.483333333
9647996729	9647996729.00000000_R	4	30	3	9	7.47	0.333333333	96.85	2.41965	2.44581	490.6343434	0	0:01:15	1.15	1.00224	75	122.10953	69	53.10953	0.000868056	1.25
9628257401	9628257401.00000000_R	5	25	3	3	2.49	1	24.01	1.04445	-9.39864	659.6701672	0	0:01:41	1.41	1.00803	101	57.0857	84.6	-27.5143	0.001168981	1.683333333
9669061513	9669061513.00000000_R	5	25	3	3	2.49	1	45.79	0.90185	10.11719	345.946003	0	0:01:16	1.16	1.00007	76	44.80588	69.6	-24.79412	0.00087963	1.266666667
9740700497	9740700497.00000000_R	5	20	3	2	1.66	1	14.77	0.90264	2.93711	714.9884889	0	0:01:34	1.34	1.10258	94	51.07685	80.4	-29.32315	0.001087963	1.566666667
9647844204	9647844204.00000000_R	5	25	3	6	4.98	0.5	45.05	1.80885	3.55499	703.2368838	0	0:01:15	1.15	1.00074	75	96.87067	69	27.87067	0.000868056	1.25
9649231026	9649231026.00000000_R	4	25	3	4	3.32	0.75	55.41	1.16605	3.93556	381.139897	0	0:01:01	1.01	1.00002	61	58.87666	60.6	-1.72334	0.000706019	1.016666667
9649230425	9649230425.00000000_R	5	25	3	3	2.49	1	62.39	0.86	4.72665	253.8794893	0	0:01:04	1.04	1.00001	64	41.2022	62.4	-21.1978	0.000740741	1.066666667
9645034526	9645034526.00000000_R	10	20	3	2	1.66	1	86.85	0.56549	5.75684	121.5945169	0	0:00:55	0.55	1.00004	55	27.85016	33	-5.14984	0.000636574	0.916666667
9649227987	9649227987.00000000_R	5	25	3	0	0	1	0	0.13296	-2.39312	292.5052619	0	0:00:35	0.35	1.0001	35	1.66196	21	-19.33804	0.000405093	0.583333333
9649467565	9649467565.00000000_R	5	25	3	1	0.83	1	21.06	0.36218	-5.58297	250.7626934	0	0:01:14	1.14	1.00912	74	15.69375	68.4	-52.70625	0.000856481	1.233333333
9649486602	9649486602.00000000_R	5	25	3	1	0.83	1	14.51	0.41361	4.12205	363.8968117	0	0:00:44	0.44	1.00052	44	20.12206	26.4	-6.27794	0.000509259	0.733333333
9645039621	9645039621.00000000_R	5	25	3	3	2.49	1	48.1	0.8943	-11.84162	329.3467748	0	0:01:01	1.01	1.00061	61	44.15615	60.6	-16.44385	0.000706019	1.016666667
9649528614	9649528614.00000000_R	4	30	3	2	1.66	1	70.97	0.55276	2.0161	148.8023231	0	0:00:43	0.43	1.00001	43	19.87693	25.8	-5.92307	0.000497685	0.716666667
9649556096	9649556096.00000000_R	5	25	3	0	0	1	0	0.04649	2.93308	102.2817055	0	0:00:46	0.46	1	46	0.58115	27.6	-27.01885	0.000532407	0.766666667
9669084041	9669084041.00000000_R	10	20	3	3	2.49	1	22.83	1.13875	7.35175	693.7124327	0	0:01:21	1.21	1.23196	81	62.93729	72.6	-9.66271	0.0009375	1.35
9628246834	9628246834.00000000_R	5	25	3	4	3.32	0.75	59.48	1.1542	-2.25305	355.0747948	0	0:00:57	0.57	1.00248	57	57.85642	34.2	23.65642	0.000659722	0.95
9649563266	9649563266.00000000_R	5	25	3	2	1.66	1	19.69	0.74022	-1.67787	536.3948483	0	0:01:30	1.3	1.20368	90	39.56722	78	-38.43278	0.001041667	1.5
9649636718	9649636718.00000000_R	5	25	3	2	1.66	1	23.8	0.69808	-0.45076	443.6931167	0	0:01:09	1.09	1.00003	69	35.93868	65.4	-29.46132	0.000798611	1.15
9649220789	9649220789.00000000_R	4	25	3	7	5.81	0.428571429	88.76	1.92667	-0.72048	416.3864931	0	0:01:02	1.02	1.00026	62	98.33596	61.2	37.13596	0.000717593	1.033333333
9649644403	9649644403.00000000_R	5	25	3	2	1.66	1	23.57	0.70002	0.44647	447.9535662	0	0:02:27	2.27	1.00267	147	36.10544	136.2	-100.09456	0.001701389	2.45
9649216588	9649216588.00000000_R	5	25	3	4	3.32	0.75	77.29	1.117	1.82985	273.2470921	0	0:00:46	0.46	1.00008	46	54.65351	27.6	27.05351	0.000532407	0.766666667
9649662380	9649662380.00000000_R	5	25	3	2	1.66	1	28.42	0.66532	4.84355	371.6278782	0	0:00:47	0.47	1.00018	47	33.1179	28.2	4.9179	0.000543981	0.783333333
9649682001	9649682001.00000000_R	10	20	3	0	0	1	0	0.76458	2.00645	1345.658526	0	0:01:07	1.07	1.26716	67	5.09719	64.2	-59.10281	0.000775463	1.116666667
9645123511	9645123511.00000000_R	5	25	3	4	3.32	0.75	69.57	1.1308	9.22274	303.5972841	0	0:00:51	0.51	1.00099	51	55.84148	30.6	25.24148	0.000590278	0.85
